Letter,Tot. SSE,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,"['A', 'H']","['B', 'K', 'P', 'R']","['C', 'D', 'G', 'O', 'Q']","['E', 'F', 'L']","['I', 'J', 'T']","['M', 'N']","['U', 'V', 'Y']","['W', 'X']","['S', 'Z']"
'A',0.0020187535737244845,0.66879962958082295,0.23408123439072118,0.89950976834529983,0.9947188559736222,0.99697727866006769,0.0088297849620911553,0.039500011922072302,0.012298208358574545,0.99544825228524625,0.44323944033304391,0.97308679662039677,3.7800509452269146e-05,1.5009685541025438e-05,0.00012574429116119033,0.0035413582181955477,0.0024808948591165283,5.7669026442983714e-05,0.0087493928041721489,0.0012573012384739844,0.0013547245522423945,0.01601527861926496,0.0028841813601732484,0.00016561455886432566,1.6573226763568347e-05,7.8561968536722458e-06,0.0087899626374060465,3.3495706240744058e-05,0.00099723956673625604,0.0049813958451564245,1.7244460621452012e-05,0.014942069365543648,0.0027499285237146147,0.010558271337300496,0.0089916861171771469,0.018246267326063492,0.008471000619675333
'A',0.020083281135570903,0.69706465477665724,0.99977006910067068,0.93395052609193674,0.99104527092932881,0.99113953859058268,7.3082583136025188e-05,0.0085806211562363243,0.0024086798470872644,0.99920899816075515,0.022001546386538083,0.89414874461799532,0.00015971354165552877,0.00026519717057796847,3.3418331008294421e-05,0.05599665376585327,0.017054120050490253,0.0017260898478313681,0.02792558228115094,0.00027863224541583014,7.0362944492612648e-05,0.044969374354187248,0.011367287007507325,1.3599225557505653e-05,0.00019499071639081364,5.1142333553096698e-07,0.00045890110224755336,0.00010338648006709686,4.6885098787164046e-05,0.040797732912950024,2.2068298061844997e-05,0.0032551756931385976,0.00020695987260391929,0.028518249224174216,0.004254431352795577,0.0033184381436162391,0.0003298018403632574
'A',0.010289628604483099,0.89900055771712706,0.044595729027855413,0.8607158885290318,0.98230847784013364,0.99035016181335023,0.027240878901405422,0.031492698868083528,0.0028545237187990384,0.9924347719153207,0.99915953084638731,0.92266964154114128,1.8791717220439161e-05,2.3728157043333983e-06,0.00015401497374593486,0.00098748998201054106,0.0010712647589607484,2.083254000426573e-06,0.020082231126613809,0.0058721467672417154,0.0054502628804073382,0.021201818518405521,0.00059980719919644032,0.00011506986979874881,8.978996329562489e-07,8.3341064003114607e-06,0.031558343470461235,1.8371470739300605e-05,0.0015997178481443469,0.00034246724893734464,4.2628088141305844e-05,0.0012880805233396449,0.0040868635373461368,0.00072770290055114949,0.0031238269394078741,0.038339117244846566,0.029882751336626222
'B',0.0053330735120742804,0.0016391485167478836,0.93756419462422613,0.024347088800001998,0.00082109110225243582,0.97633399562326439,0.010973820634979576,0.98360258232920128,0.00032570928120054476,0.99756013522726172,0.96826808741184589,0.00015987259008032486,0.95069969365114737,0.00078561013084929912,0.033331377876579041,0.0032572594867398114,0.00070840254357800044,0.0025774313334284132,0.023872420894285099,5.6102370966026133e-05,0.00045779914534794901,9.9125983894494439e-06,0.018385901643913242,0.013115005754508038,0.001272738850240531,4.8880536504823863e-05,0.023162998361468685,8.6449753718206105e-05,0.011594443235898375,0.00048326296305760679,0.0044833293656457943,0.00020281123093613153,2.695517950584142e-05,0.00023896309832119114,1.0983237521446972e-05,5.4374381225853877e-06,8.242715116623776e-05
'B',0.0052816382285074698,0.0076097543425710044,0.9946350141197674,0.045032035496769859,0.007541982965210259,0.98995282270419349,0.019387002283548106,0.95764319753021065,3.4674335645831787e-05,0.99732654729236403,0.90218488064460289,0.00018296767702987444,0.94523622761665926,0.0010348850981594859,0.026114770846230644,0.0045030417843734613,0.00080027017999294476,0.0039313607038257807,0.024452074950039582,5.108632363524218e-05,0.00034820258688981641,1.2207560211494349e-05,0.021318631136131912,0.010409210647674133,0.0015340959858927176,4.1340861529528226e-05,0.017915517946728948,9.1253101882851563e-05,0.0080331823697890256,0.00063386152242937981,0.0037203160825156406,0.00022148022235549198,2.1555484917342621e-05,0.00029513211010912091,1.1344955369968939e-05,5.5258098928244244e-06,6.3662782731606921e-05
'B',0.0053201837607015409,0.0016052237104824999,0.93855011321401016,0.024627754597498025,0.00082610032397939471,0.97596970731360166,0.011131748893133951,0.98341202241817749,0.00033024863127138467,0.99757963969047181,0.96838167235796568,0.00015916937950644745,0.9507292793891986,0.00078737011905162209,0.033270817935394124,0.0032683986536332817,0.00071195401095544325,0.0025826858842671109,0.023889113343500044,5.6133854568362471e-05,0.00045576847588746881,9.9273411644960492e-06,0.018334733714601256,0.013052439799888448,0.0012754445934068199,4.8747769846681581e-05,0.023102208777591459,8.6753933906272114e-05,0.011570539453009831,0.00048309874561950413,0.0044870450721159177,0.00020168559948311048,2.6919673448474606e-05,0.00023870001056690941,1.0961200470555275e-05,5.4230999467927435e-06,8.2011714662063196e-05
'C',1.1135350622857709,5.0572988627893332e-05,0.96105517171530697,0.8350095375870471,0.047853239702455717,0.98429511321246665,0.98145904715817656,0.37709947027715468,0.93278329271170568,0.034058983454237274,0.91408379469918233,1.5305552284439941e-06,0.00044790641475100251,0.23551502180348227,0.0011689513459748817,0.00027997355874088075,0.00010436128101384202,0.022100674114002732,5.7420694249390627e-06,0.0051609522536573346,0.00020334423220176836,0.0014025447266435673,2.8005452481486182e-05,0.00011209981638665218,0.00085863984762587044,0.72243870231812379,0.0020148925961442797,0.081551402618816618,3.820724655797357e-05,9.8386382188348856e-05,0.0016777384751068725,0.00032650152616479802,0.0001327276781965595,0.0016784510807604978,2.7020495585533317e-05,0.00025460598033603591,0.00029515028044149435
'C',0.013556033961424371,0.02202089999313504,0.99593512174317578,0.98967517686191342,0.00042864297068392838,0.9162336332692993,0.024105938001472257,0.00074598918556917154,0.9997599383904513,0.0040944602378915201,0.37847355012195105,5.8985551822893409e-05,0.0011002273371768512,0.95832256323974352,6.5438095675731665e-06,0.028386008624025787,0.00096401542919136293,0.0079308429943838812,5.9632632444526878e-05,0.00026196743968098676,0.00030061629589342388,0.026826636028251003,4.2852287057337965e-05,0.0017390324693429477,0.025508242564473271,0.090008039474295698,0.0042121222994546395,0.0088900238559527691,3.9372553202006856e-05,0.01558504846653971,0.0036853500906415403,0.004967426546488735,0.0022281418134853415,0.018619920955970707,3.0744625582075971e-05,0.027269213149182823,0.00019892226205612818
'C',0.020801269151002499,0.12856974709599875,0.95303636863378671,0.6097474405669443,0.053371137863642913,0.95086355427311431,0.10954297940514576,0.15719063681348627,0.91597288204976579,0.042344479413398292,0.31574626894058866,7.2425069998346622e-05,0.004152048418797293,0.87486271117762904,7.3882486107247711e-05,0.0062732346779560723,0.00041352422646760066,0.017216571431243961,0.00039658336476010785,0.0003925792200631933,0.00040577798316589843,0.013526075641174008,0.00061538461344698273,0.003916347142683017,0.013374910433681357,0.054990047611807154,0.0032008340129885729,0.01026701782659714,2.5594265006368899e-05,0.031000590673465177,0.0090355213024037491,0.003644002979299146,0.0009355171825268804,0.012110794202909078,7.7515351268287616e-05,0.0081710595908830157,0.00093265244413588601
'D',0.0075995915023012069,0.015985716174285562,0.50844494617668201,0.10849308323180099,0.92846107820778789,0.99727538468693977,0.94738417044748835,0.94432400986074927,0.046242604965699721,0.31794783096434398,0.9944421245448789,0.0015456847908393186,0.0097436878868005852,4.0535074889487844e-05,0.93505078143333686,7.2206767464332956e-07,0.00090588825348010961,0.0014598424109509595,0.00053656408264494135,0.0026504711488171575,0.0019709775528348314,0.00047867250390791862,0.0069111688916644294,3.7641461321609047e-05,1.0405155869262804e-05,0.014237888799806036,0.015462240280826791,0.035871822262069426,0.0012992902921481768,0.00037838992957127805,0.00091090600796751961,0.00014643143287408283,6.939240699693892e-05,0.017939525617312841,0.001128178172119215,3.3230242143107801e-07,0.034166405249682091
'D',0.0072872445922429457,0.00032292849459940608,0.65796213954172866,0.086727381600415265,0.8582365825596735,0.99234609397053475,0.99604424123111557,0.99326538463911429,0.038803029853998132,0.27685087136205871,0.90319516055768845,0.0006621073343851514,0.018760538003208274,9.4351201211883897e-05,0.94415349336199073,1.2597170893477941e-06,0.00098731620539381872,0.004369051665354849,0.00052629393063739597,0.0023340076535563227,0.0015131892770229589,0.00047326141647989234,0.012876900713621211,2.6062908008046995e-05,2.2699437038259475e-05,0.015787005398728397,0.0092952812845793781,0.049791178465686613,0.00085750489037194179,0.00042330850548232609,0.0012181241152317934,0.00012363011048952601,3.0215387604591995e-05,0.022747303234678499,0.00091831961436650593,1.8130679343939595e-07,0.016923322800468061
'D',0.0072872445922429457,0.00032292849459940608,0.65796213954172866,0.086727381600415265,0.8582365825596735,0.99234609397053475,0.99604424123111557,0.99326538463911429,0.038803029853998132,0.27685087136205871,0.90319516055768845,0.0006621073343851514,0.018760538003208274,9.4351201211883897e-05,0.94415349336199073,1.2597170893477941e-06,0.00098731620539381872,0.004369051665354849,0.00052629393063739597,0.0023340076535563227,0.0015131892770229589,0.00047326141647989234,0.012876900713621211,2.6062908008046995e-05,2.2699437038259475e-05,0.015787005398728397,0.0092952812845793781,0.049791178465686613,0.00085750489037194179,0.00042330850548232609,0.0012181241152317934,0.00012363011048952601,3.0215387604591995e-05,0.022747303234678499,0.00091831961436650593,1.8130679343939595e-07,0.016923322800468061
'E',0.0097964308717664542,0.710837352199442,0.99730089176085357,0.97761266141100578,0.048138868860285781,0.37416651971974807,0.00079913828570178029,0.076078203789848017,0.0017064388391392158,0.92667534165518273,0.23764274128557053,0.032788758633784908,0.0039207050756348959,0.0041782348223725558,8.1056469258150446e-06,0.92890850293533145,0.029065516812487611,0.0082956784313908457,0.027780671885520178,0.010926196869038613,0.00071505261242850579,0.013043672033009648,0.013374090741057863,0.00019773446550177515,0.024841766052182263,1.0985155075669563e-05,0.0016242610525381051,0.00013081488994345154,0.0034163416088204756,0.0010230323663813893,0.00098969072081142259,0.0019672631234395241,0.0005265455162384577,0.0013209084062831779,0.0019654658860129193,0.028930115475967119,1.905642608814831e-05
