Letter,Tot. SSE,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,"['A', 'H']","['B', 'K', 'P', 'R']","['C', 'D', 'G', 'O', 'Q']","['E', 'F', 'L']","['I', 'J', 'T']","['M', 'N']","['U', 'V', 'Y']","['W', 'X']","['S', 'Z']"
'A',0.0037726535225249217,0.14695500989882884,3.1929987604851628e-07,0.9999985686966808,0.86795416597375286,0.013246499801259798,0.00012005532194206235,0.98017706077383726,0.98533684888297823,0.062620779640843754,0.99750606998909386,0.95236789576743663,8.426176444575107e-05,0.00041987454212501826,0.0025383579691104011,0.00012826972227984395,3.3006539370264999e-07,0.012926619953570416,0.01111229555621958,0.028342541641234339,6.8746047926634172e-06,0.0010929765206766752,0.0047113714794741624,0.0067338326236064854,0.00025515824995885669,0.0023608434281536675,1.310546961754984e-06,0.012895228036663963,0.0057743417459239768,8.5529506435869183e-06,2.2252798659124969e-05,1.2422020176060134e-08,5.1528222922270489e-06,0.007988652077777679,0.0080897474432530727,1.7239531961389583e-05,0.00021100605845428787
'A',0.0028349270394020204,0.011961792702419087,7.9707749988337386e-05,0.99959544821081747,0.99054880222853847,0.00013115338530541142,0.0014889520943797364,0.96155563847064018,0.99909562821043418,0.030062700590662701,0.97966585822013896,0.97110992415315855,5.6554623136801193e-05,0.00079292990169026526,0.0030808649014859688,0.00015913200978347322,2.5267999529082261e-07,0.01946225226779973,0.022558704598622741,0.022940311572474295,4.4400859240844554e-06,0.00051170887416040643,0.0051989210596955467,0.012550225941299606,0.00040812730813845566,0.0062181411941177479,8.6475350239057426e-07,0.013025512592702926,0.0040580778805603662,6.0556730500745234e-06,1.8189970189371198e-05,2.9953365795927212e-08,2.2322334236612263e-06,0.012294930054080562,0.0039060381542292306,2.9586793024011572e-05,0.00015142841616443841
'A',0.0029807552828810262,0.0018603937352252283,1.0423944211829049e-06,0.99670979718047448,0.98331794446441778,0.0004207406099875106,0.05509015889703308,0.99976139344771531,0.99812958120215223,0.052959777113265133,0.94866500652529817,0.96298361206215388,5.5304246364900043e-05,0.00067398964992954112,0.0029812620182732377,0.00014369744775673599,2.4774466501277892e-07,0.017604255544764164,0.019605751065753747,0.022289880935306965,4.8157237957128014e-06,0.00060101638088026581,0.0059590394133379743,0.0070966249722056469,0.00029166446421676867,0.0071532424816851976,1.0040363279412355e-06,0.010948597657390671,0.0036083663856730686,5.7174003883461729e-06,1.9000896937464636e-05,3.8398884058988878e-08,2.1507771189581429e-06,0.011514584203807965,0.0026580931216455489,4.2455732532455388e-05,9.7458391902798666e-05
'B',0.0035320968053478073,0.17204999779107838,0.81419241465886283,0.92157921422030853,0.001805548150943482,0.12509128935635463,0.99847562587110339,0.13156883997967281,0.99270770003565378,0.97973927926285753,0.99965524427583163,3.9670368913255797e-05,0.94858433496733896,0.0045316241152992065,9.1650682580389802e-07,0.0004187568994978962,0.00052513318431210106,0.010618263543366984,0.00062158298854277517,6.0044940394736355e-05,2.502899794659762e-07,0.025805542829963377,0.0035173659206379866,0.00012271013589280197,3.1709487037882188e-08,1.0457152375580976e-05,0.00059359155052190712,0.00010845184306460831,0.0064017651472922923,1.2877800584866364e-05,9.1324510180126388e-06,3.1152471247556103e-05,0.005740118746338725,3.1660621825724673e-07,0.00029393369728183478,0.001181232016398238,0.00055562521920191207
'B',0.0026261588318819522,0.21345049198913196,0.89124722371957188,0.94136425824671688,0.00056624265313861459,0.30741183950741591,0.99324643451950401,0.050276845352628982,0.99736441748792859,0.97829495167142233,0.99952725852686997,1.2316639830363955e-05,0.95220832679339251,0.003379919219020729,9.2093719157375965e-07,0.00076277260287679384,0.00099590991398457542,0.0058378624569828848,0.00054261005086793834,3.036476686019438e-05,3.2637331641770788e-07,0.012802189703422269,0.0022375870906733491,0.00023346425579326318,5.5456098789595685e-08,2.9540004772041455e-06,0.000774855235710474,3.8617066300032548e-05,0.0087413506111238964,6.4416302364856941e-06,4.8761081948027141e-06,4.9779381879496747e-05,0.0069141802924179855,4.2915513745344321e-07,0.0005447778392963737,0.00060636006963701503,0.00054570245936997957
'B',0.0012997083944058031,0.055385114582045376,0.94346100274076583,0.95742079774974753,0.0028854333742673499,0.0023717372798168213,0.99423293425358206,0.035280581215190239,0.9874574660651444,0.98062812548207245,0.99314955054628518,4.5619186142801705e-05,0.97941046084066974,0.020749761569732701,2.4598089201489522e-07,0.00045920006533191338,0.00046139463052068347,0.011497736798609947,0.00070060888321733621,4.6479081429628448e-05,6.1074919079285837e-08,0.013138683545612219,0.0032241253671631822,0.00026307073268197744,2.1295601289217384e-08,1.8791804009991051e-05,0.00060442652779406456,0.00022141230926068064,0.0082979305135723099,9.4158594451864346e-06,1.4356261374001128e-05,7.6301830848953548e-05,0.00685727205553603,2.2811261843687044e-07,0.00010269706300569242,0.003364222007230236,0.0011804588172830981
'C',0.0035638538821820167,0.15431334583659956,0.90964635653764836,0.3409244566500228,0.91892796289050016,0.00066671623776676302,0.98590563505349127,0.17049151916992533,0.41103475398766692,0.047347717770018651,0.98127258474395063,0.0014510857393754792,0.0012241280908071677,0.95168249611955102,0.0010793731028419845,0.00014860543626039909,0.0047089900399493552,0.011964371953574918,1.5711529888930696e-05,8.7706372055622432e-06,6.7091464160366203e-07,4.9813090393588819e-05,0.00022521660096985494,0.0067681199559161799,0.00015572964628000256,0.029385721299064249,0.0025821578465946601,0.0030214281544013485,1.0165170750643271e-05,0.0044517760241470933,0.00010075785661647785,0.010103079809271663,0.0023444201744204905,0.0009077505610744429,3.8355603982390544e-05,0.0021888732140323353,0.00097185192505805991
'C',0.0035773049056591153,0.14810918385487087,0.9091292840886549,0.32290407573145652,0.92440310285740923,0.00065972389041224684,0.98594052449864156,0.174447374242442,0.40177643758163212,0.049481705122069432,0.9808616608468772,0.0014138268376719708,0.0011312413367353398,0.95325005635780435,0.001146526495134815,0.00015907022849315659,0.0051574916568855531,0.011485997610589225,1.6744769252092863e-05,8.4896603353384007e-06,7.2576523450831219e-07,5.0398786033017084e-05,0.00022432911481361462,0.0065943061896846849,0.00017472180147117114,0.031651576054255073,0.0027444144709053756,0.0032437743682221629,9.4278751919233899e-06,0.0050448743552936421,0.00010913312842264769,0.011288830394961509,0.0023052635736340614,0.0009329988719396883,3.5941663640545553e-05,0.0022700622840768382,0.00095757852123426923
'C',0.0055107274920590489,0.24705624858051989,0.92561991894155216,0.99555927863391924,0.94218318571759618,0.016196835765635513,0.89241122287278662,0.01572477121286316,0.093916733611295253,0.25438879734508296,0.98789798963134501,0.0035585483593346136,0.0082815952859199658,0.95007366425230855,2.5642340642759188e-05,0.0014738740947405642,0.0029344744442592299,0.040638433760027154,1.1607572641817024e-05,0.00012341618152121987,1.0850799464035492e-07,5.0996649918480835e-06,0.0073000475028369713,0.012987770015745559,2.6353647360771852e-06,0.00035258390950832072,5.3567419959227892e-05,0.00010899836344637521,5.1724411772368523e-05,0.0012414268099657534,2.1918951856780969e-05,0.0013957964485054862,0.00063517349747807832,0.0084392373310652104,0.00021155998532482016,0.015769738171289033,0.026992601925788139
'D',0.0029954389788358843,0.26774985157366243,0.0095018926047065154,0.0013372444077977561,0.96694995530542682,0.93328192801361121,0.99951704740820513,0.96695708386257595,0.93119142988589254,0.0097718089953820753,0.9705541023931229,0.0014720927388321287,3.4621410317573416e-06,0.00021142119717775014,0.95036254597155567,0.00012735969368898027,0.0012662576784000683,0.0039741543841994428,0.0006111709257916267,8.143462705571171e-06,0.0029809946944733498,0.0093273097508662917,0.00030834016165117079,0.00010573949815504429,0.014486211578801277,0.011984813526273405,0.0069225111860423171,0.00011166621191223533,1.2394089526542509e-05,0.00037061856531887729,1.3192407847720876e-06,0.00014377244657469472,4.0241221680521999e-05,0.0026316235058030609,0.0026583807676177611,1.8888351325851935e-06,6.1974320395949104e-08
'D',0.0034687866908681099,0.46581566657847423,0.011292214939432854,0.00024577928397147064,0.9420607360908293,0.98204096619918346,0.99848941972436267,0.92155356281232292,0.99427990472079075,0.0086700072283656133,0.78731424031043618,0.00052640592787920129,2.4872306170418333e-06,7.0231104321741078e-05,0.9470340543989294,4.4653034979503493e-05,0.00097964934787206077,0.0039705368875392489,0.00026804098212436419,1.7115734098145957e-05,0.0098592038922911476,0.0077610269061338926,0.00010069656680679281,7.4496639287763067e-05,0.017737911503411696,0.011163521302641191,0.0043350048656210505,4.170279740956194e-05,9.0868963694149361e-06,0.00034947654894300513,2.3742190717464676e-06,0.00016915019047893999,0.00015142106032210899,0.0019965104755501105,0.0051623229774376625,1.9406217337881524e-06,8.0889642131588438e-08
'D',0.0034687866908681099,0.46581566657847423,0.011292214939432854,0.00024577928397147064,0.9420607360908293,0.98204096619918346,0.99848941972436267,0.92155356281232292,0.99427990472079075,0.0086700072283656133,0.78731424031043618,0.00052640592787920129,2.4872306170418333e-06,7.0231104321741078e-05,0.9470340543989294,4.4653034979503493e-05,0.00097964934787206077,0.0039705368875392489,0.00026804098212436419,1.7115734098145957e-05,0.0098592038922911476,0.0077610269061338926,0.00010069656680679281,7.4496639287763067e-05,0.017737911503411696,0.011163521302641191,0.0043350048656210505,4.170279740956194e-05,9.0868963694149361e-06,0.00034947654894300513,2.3742190717464676e-06,0.00016915019047893999,0.00015142106032210899,0.0019965104755501105,0.0051623229774376625,1.9406217337881524e-06,8.0889642131588438e-08
'E',0.52264737881643175,0.072875918047900792,0.24041353856089462,0.023367053843519493,0.77757774194688412,0.95750576936042597,0.99938357419666446,0.97256411947473076,0.034627212727372583,0.91426081732297571,0.99870935174060216,3.0820047966457208e-05,7.9215449620104392e-05,0.00018848019014774107,0.026981658433862556,0.30698556379145325,0.18887545401941586,0.00024424002184493505,0.015911926632675311,3.2891037840370994e-05,0.0067523738068219806,0.011277387872255877,0.071860330840962439,3.2586271344156746e-06,0.00043370507873215772,2.5948952209671924e-05,0.0041513750560044525,3.8229288824856165e-05,2.4566079210184163e-05,0.018259929061673758,2.1829911777045931e-05,0.0017173468488234634,1.27476370895933e-05,0.005681212894287033,0.00033100565599561476,0.00051330008013004285,3.7713073047831315e-06
'E',0.016655583528370644,0.17290091333106897,0.99589248044562995,0.98532993027071269,0.72486430924609591,0.96355657211731705,0.15051147439467794,0.26556254847442079,0.0044217628183896244,0.90332724472769188,0.97414641552553516,7.1392972160409137e-05,0.0057385151503246638,0.002672228493088573,1.2661709904655772e-06,0.89430600324486798,0.013124703551070902,2.1948208752712725e-05,0.021660153685877325,0.00037867976543434474,1.8040299084801725e-05,4.3524010803406637e-06,0.018878650896983269,0.017943930250972476,0.00021628161249859497,1.4693906447973416e-08,1.550010397205443e-05,1.7997127269033163e-05,0.013808080413372243,3.1124666804911351e-05,3.3001421088140063e-05,8.413873045496679e-05,3.0738604767875206e-05,0.051370007617742054,0.0048022831346066124,0.00055638283892015482,0.035656191945185198
'E',0.52369790471633493,0.075096711014867382,0.24491657226821426,0.023086226760787042,0.78304095624868675,0.95536461284132967,0.99938724009798985,0.97268664097641622,0.032763514659098721,0.91659284587773193,0.99875669836402792,3.0210826221613269e-05,7.6624434551818307e-05,0.00019283995265440489,0.025825746786081724,0.30563209415579778,0.18752205413310125,0.00023854577240226763,0.015622656236971713,3.2675349725236863e-05,0.0066207418866773612,0.010759365266704702,0.070117804549513579,3.2341916945638995e-06,0.0004313770510222339,2.5678869077522672e-05,0.0039824538063465142,3.7769404107739537e-05,2.3381283814973275e-05,0.018646014882075106,2.2456765453342834e-05,0.0017256315268172431,1.2599959063381628e-05,0.0056813748412145237,0.00031785083490355059,0.00052152351160429807,3.8610663181571578e-06
'F',0.74552591566116677,0.075168782225472644,0.23856004892340815,0.025722936067173272,0.73839484186664972,0.95768418512146802,0.99939695381972127,0.97148236258475396,0.04140041888765815,0.90535078079132847,0.99870907484133553,3.0944805116117188e-05,9.9499170369034449e-05,0.00018088286666394134,0.02805221240493963,0.30021231202463411,0.19484486623522779,0.00023806586349536585,0.014849382622772337,3.3368036498738198e-05,0.0068527260756475342,0.01400475599159272,0.074374343647273133,3.2231823420762211e-06,0.0004107097759710862,2.5144692063266868e-05,0.0053833180625523303,4.3873819527798364e-05,3.2240498571103595e-05,0.01677838419043071,2.1462425204460243e-05,0.0016037678706529832,1.5484986099183194e-05,0.0052828635756718778,0.00038112780610644661,0.00048216548160268184,3.7161984682238615e-06
'F',0.062489166053029448,0.80852326139476915,0.9995628298675644,0.02368341746738651,0.6404093600727796,0.9996021063542061,0.94020920110714012,0.13872100037514029,0.013873477106963702,0.7394638681040645,0.97112015855355549,1.3613402463831376e-07,0.00075173797748778271,0.014814408679935208,0.00060123564603887277,0.040000482113619784,0.7619034944266535,6.6256965266254457e-05,3.4321455712999047e-05,3.2384070518064868e-06,0.0010993349924428523,0.00016722419504126617,0.00014694309754105381,0.00025096371510966711,0.00097486949555405749,8.8311396691502747e-07,0.008888185654397732,9.2493692466623691e-06,8.1821074473858705e-06,0.05948490510907025,0.00011528635379511755,0.011140254090445268,0.014815164097338787,0.00070748239766571161,0.0030539502392041666,8.1311638615213711e-05,0.0023697817487425272
'F',0.74616951119787156,0.075848751131754641,0.23804544970646824,0.025606083185858046,0.74130103046953277,0.95608939397783255,0.99939643752191865,0.97106473572593432,0.041052279113603422,0.90604338812054741,0.99874088073215184,3.1134987044805885e-05,9.809098313300814e-05,0.00018199848503236909,0.027934366424950723,0.2986062856700466,0.19382232680299091,0.00024141168421886643,0.014870603148019516,3.3563210722234228e-05,0.0068333755923737777,0.013842546239919597,0.074111433495423748,3.2223119883543417e-06,0.00040958940863824761,2.5379446776891862e-05,0.0052428807063952454,4.3532406523941892e-05,3.138403560596121e-05,0.017046485828872988,2.1570337678344933e-05,0.0016022304751809264,1.5350973138068639e-05,0.0052712391397840026,0.0003781750282073166,0.00048529811156563889,3.7524032564966284e-06
'G',0.0055140550845542433,0.26916652633414362,0.12533619832269463,0.90359423787007154,0.92073547536535094,0.00018731374438533214,0.98329662002323981,0.012519180673258077,0.76561971078508384,0.45378929944716323,0.99135793956403351,0.019079093788436505,0.023653599439947683,0.047523866867829015,0.0014827241258285797,5.8543056819235479e-05,0.00026521049583775425,0.95329227245721992,0.00064820814564239154,0.00058495096056224518,1.7339648751147999e-06,0.0011736286317060882,0.010181652184231373,0.0026142363345957411,8.2710712151255773e-07,0.0044251809171419812,3.6641880282323761e-06,1.0997689238085952e-05,1.1597590601669071e-05,0.0010256978447648105,1.030253105625224e-06,6.4330073604115277e-05,0.00024397167131748261,4.786215966231072e-05,0.0035371023308568015,0.0010896551002597035,0.0010533577627747624
'G',0.001354426284239491,0.53202810263997902,0.0019545288997303944,0.67005861351221363,0.99744263327406846,2.083210336174903e-05,0.99554918267774484,0.013142594827017304,0.94255479304675738,0.90837756582258888,0.71042363370209327,0.00093956345114837769,0.012295644586475326,0.00083351749159303427,0.00037962482333058791,2.0436019597478102e-05,0.00019249881632312359,0.96682149893224811,0.0037694377099125151,0.0024922105501572383,4.2615697792744557e-05,0.0040272566179647582,0.0017209970756001637,0.00015601700108012202,6.6558570348145824e-07,0.003471929781362904,2.2305371434909103e-07,1.1974109382738513e-06,6.7023649326320552e-07,0.006224772413521683,8.0742288367872448e-06,7.6070211279872675e-05,0.00058912298712431976,1.5960441900901165e-06,0.0021435220484720689,0.0019943699950572091,0.0011478626216678168
