Letter,Tot. SSE,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,"['A', 'H']","['B', 'K', 'P', 'R']","['C', 'D', 'G', 'O', 'Q']","['E', 'F', 'L']","['I', 'J', 'T']","['M', 'N']","['U', 'V', 'Y']","['W', 'X']","['S', 'Z']"
'A',0.0047535095805171478,0.99999909297509104,0.82568035526371586,0.99476596811166573,0.961500325463015,0.32424304879348576,0.1458235179697045,0.00028856670510750984,0.0041388092208493304,0.0044138793962259504,0.99755483070068041,0.97027624702961335,0.0059811608030407651,5.322937188432634e-06,2.3267520912499405e-08,0.0094614411496164418,0.019341833111320397,0.00172065134055923,0.0016355785913881066,0.0014278358219871573,0.00044138662768889884,0.015943052023172255,0.016643779938540736,1.7326071191863456e-05,0.026868776509994849,1.6570775515338933e-07,3.9542106630623895e-05,0.0076819167348240475,0.021707155800597896,0.0011957265809427007,0.00080667229882959597,2.9145073640357895e-06,0.025822763549027322,0.00032086499443164529,0.00037283035566621089,0.00085249198614256489,0.030158464915597098
'A',0.00097497698131709953,0.9986329559939735,0.9987232693778284,0.9850284972812301,0.95844179588981926,0.29116143927143906,0.00046991636479969844,0.32815736492960945,0.52570115504621018,0.00064430843106877791,0.99788191444202212,0.98063606106460177,0.0044075337174564145,2.9027622320544453e-06,2.9528005856519954e-08,0.011479074156129438,0.0017363569446815499,0.0092478463246121294,0.014049505656614341,0.00032680057567626954,8.62338168264951e-05,0.0002307109994281743,0.0011320028815048646,9.1125365479813259e-06,0.0069511316432579271,1.0474147993633735e-07,0.00054276731620527994,0.0027773696968944241,0.00052284645295284753,0.0016927500633258528,0.0024976295557472819,1.6627900308995079e-05,0.0076929073164135981,8.551631965407758e-05,3.5594841984488287e-05,0.0017850743883843247,0.0057761975351923603
'A',0.0077287622505433449,0.0089001286177377865,0.99820710985773509,0.99187844364239952,0.97300787820548507,0.24050167635646699,0.53753631406385893,0.43921482448521121,0.9984396923683776,0.00082141983123023763,0.99895488936934695,0.9354908979919857,0.013633420695431657,6.9304492376296662e-05,1.2393110401905509e-05,0.03854580638598476,0.00082255086157545379,2.1792389338539053e-05,0.024541368352997302,0.00034843465801713932,0.0010922381412603109,1.9509172427464317e-07,1.8664003811711895e-05,2.8546518914557741e-06,0.012612564112828697,3.7880822928831175e-05,0.012658642337252326,0.00032425392798029481,3.0430716436103773e-05,0.0095765030592745853,0.021527889543653287,0.00038012978866557945,0.00066861117660613819,0.0038420881975068733,0.00022297770028034295,8.5999105264932365e-05,0.020035415971347587
'B',0.0059476413831454442,0.17397998096078435,0.0057555916877551497,0.99538079722327144,0.99627757074252676,0.0044585555951406029,2.3902057328053073e-06,7.6086056226230899e-06,0.99215426739374846,0.99987556100033148,0.9999721493076239,0.016920496295364042,0.94304538199881327,0.0077193805014583771,0.032352283633241795,0.023722810649713207,1.8012693256542456e-05,0.00073085532976879938,7.3014041871570301e-05,0.00066162410916495126,0.020990835957135998,5.717244237249765e-05,0.01452723277492898,1.4697808232713682e-07,0.0048605693278814558,1.9995152924045081e-05,0.0011692660333523209,2.0419241032063971e-06,0.00012421346112787856,0.00038705317654815137,3.945400168644444e-06,0.0081532398577487709,9.6641787557733375e-06,4.4409452665584334e-06,0.00083646673628921093,0.00033475816026096704,0.0018431452851373725
'B',0.0059685145809270004,0.19028431920431341,0.010393317814690349,0.99839604575980734,0.99512404352497741,0.00028394061708249127,5.9701218073720898e-07,3.465069538447642e-06,0.99975013211054564,0.99999575268123708,0.99999564519938988,0.017703645235734134,0.94148840266706235,0.0069223870408635681,0.030677122741678151,0.023779238476691982,1.6930092273302371e-05,0.00079633234075090445,7.2498256265600994e-05,0.00066420251397882198,0.019609062578271986,5.7349313056116724e-05,0.014420004810981648,1.3589849218618245e-07,0.0043868996882549917,1.8165078335473169e-05,0.0012071838208446539,2.128383083302306e-06,0.00011910719957807699,0.00036244285923141566,3.9278603363596047e-06,0.0076245734888302722,9.1875358960379609e-06,4.1689290744780428e-06,0.00078263382591982561,0.00034975388928067819,0.0019436703555292807
'B',0.0072189964454110207,0.094096383896704647,0.0021618048831780218,0.94051346806231484,0.99777824856515318,0.044968684798174431,1.9790140992280224e-05,1.8588010367716385e-05,0.99737772012501058,0.99992516666384479,0.99996942257812915,0.012518352790051285,0.93988008719096483,0.013442517058182979,0.039401457097059334,0.024627518371703735,2.4698022985576136e-05,0.00060165820979082808,7.5885137887365367e-05,0.00077706831823602771,0.026566736457072946,4.0119582871810476e-05,0.013558490401299372,2.0108408277433522e-07,0.0061926512270150808,4.0234500254587566e-05,0.0012932849067891462,2.0617734301077081e-06,0.0001088240913996657,0.00074947208479321308,4.5371390717134085e-06,0.013218426692835943,1.3216404742642513e-05,6.2941625363287439e-06,0.00078985525521512421,0.00026743451678881513,0.0012552093564683728
'C',0.010461158799150268,0.025751021922560537,0.0010357938173453192,0.8398457299933324,0.012166308375563305,0.99703490487073598,0.080847069028269741,0.01059475770327678,0.9987331611744048,0.99994292774774474,0.99811592962715945,4.8908291972169091e-05,0.0090107172624634274,0.94131864647322006,0.054817941898448255,1.0443315660555078e-06,0.030291156738513226,0.043217430412556261,6.9742335930166196e-05,0.0005146652368017995,0.010878921828449241,0.004128428433419532,0.0001004554650928778,0.0040952950307766708,3.6496140948543382e-05,0.027866238839278898,0.012439697549317653,0.00060483854716678704,1.6672226315652863e-05,0.0078041672859224176,0.00019467241575913332,0.00069353625499963948,9.5505763307719238e-05,1.7538912313870349e-06,0.00044957462242497127,6.4161973337415682e-05,0.00065476029391124961
'C',0.010191412254617898,0.014534779415689633,0.024514459250199672,0.84829863722369414,0.003363857850579795,0.99996278757068724,0.07552466740124926,0.0068012281660183001,0.99940715268613722,0.99995824417219281,0.99941681449448305,4.9319768868881939e-05,0.0084199235482411931,0.94275017387303572,0.052452074231410462,1.1286452626176441e-06,0.036626271816189701,0.040009278275996561,7.6127354340733538e-05,0.00044108374473174816,0.010137014538632236,0.0039109176781731876,8.8581251068021975e-05,0.0044405286751201291,3.7848042431591837e-05,0.026693119665568543,0.015132039692910581,0.00064308431911616279,1.8830449445146364e-05,0.0082820674530662535,0.0002026540923095753,0.00063909979600882381,8.913847677993724e-05,1.8036027097858441e-06,0.0004080636495761804,5.9209941062500633e-05,0.00063900014523890817
'C',0.0083902077843122907,0.018759069941805113,0.0084919566886980363,0.89329467601504886,0.056307300149985508,0.97162804396396385,0.0044807534018247658,0.021240344661720555,0.88879464383410511,0.99978823546123219,0.99992154287943869,6.2118772853638689e-05,0.013698735556625726,0.93732782796969916,0.035712248449216208,1.4783710720744572e-06,0.040461645824658533,0.029529829843626322,8.9407908511786736e-05,0.00027505170488859515,0.011591630262913676,0.0068338628226955528,0.00014242864873578156,0.005821077713263248,0.00011013790681414404,0.01311171408298026,0.0076893650529279911,0.00036260797648396089,4.2242811676782291e-05,0.0065546296620846234,0.00013893281651549143,0.00064392807246348616,0.00011657092850414024,1.6349576209415322e-06,0.00063505582937720335,6.5642261257079412e-05,0.00040441718939091556
'D',0.014245996962558318,0.00055597192116467204,0.0045135543931648587,0.99617939282155654,0.0047480912638984156,0.0029712246346579852,0.33257321067078988,0.36146086960299556,0.99950461249316769,0.99999758966309982,0.99961387595218643,0.00047464754998988699,0.03838631888802746,0.037039589894923938,0.9070440743921564,5.0612682440391703e-05,1.3148177225808278e-05,0.00046757145774558673,0.0042999600174856044,3.0812587552060989e-05,0.0010670146488205156,0.00052649087259749384,0.0002938644210444407,0.00011165312732069883,2.8106845439814048e-05,0.0035848681674446824,0.025047944478173281,6.1119752173012415e-05,0.0003432074951602586,7.8519222762069006e-06,0.0001439600039613772,0.0055878862742420078,3.3950341281501694e-06,3.6588712678607802e-05,0.025388593194004241,0.0010621305767216701,0.037709042098885731
