Letter,Tot. SSE,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,"['A', 'H']","['B', 'K', 'P', 'R']","['C', 'D', 'G', 'O', 'Q']","['E', 'F', 'L']","['I', 'J', 'T']","['M', 'N']","['U', 'V', 'Y']","['W', 'X']","['S', 'Z']"
'A',0.00073607712793487723,0.99686909993682271,0.99999999999999911,0.99906179519624017,0.99966814966712192,0.0086953912271596507,0.99999999999722466,0.99999978979574577,7.7307305002470964e-19,5.4484298340955721e-10,0.99999997807795871,0.98956521257708863,0.00010315767805207404,1.0076050074987959e-05,2.3222505480509817e-08,0.00021936215952590121,7.3560046968393358e-07,6.071426302865671e-06,0.020975091904718669,6.395369583607389e-05,0.0012095847104822159,4.4436310481437196e-06,1.6825582633923788e-06,0.00029595355226800526,8.2844299521772265e-06,5.3701430331898994e-05,2.4907492214233965e-06,8.2729582784208718e-08,5.5095348822031512e-06,0.013319205268778113,1.1354216160933981e-06,0.00023085162835960246,0.0028536035076667183,8.2378222060490873e-07,0.00015360615751215307,3.3337316468970755e-07,1.422028243623171e-06
'A',0.0036740858781089385,0.99999989593173777,0.99999999998983258,0.99813686320096129,0.99999999999999933,0.99999999729185962,1.0,0.99978761394469629,2.9785746380280725e-09,3.0408726121400794e-07,0.99999999999971223,0.98868816055889819,3.4325373537250153e-07,2.1347744277287303e-07,2.8931302928175932e-09,5.0709156625638839e-07,0.00015717260967370781,2.1830407522994435e-07,0.05843020171220193,1.0828874786544538e-06,2.8130199698962794e-05,6.7405192463010843e-05,4.8354650486014832e-08,0.010044451761527906,0.00035838257767629853,6.2951953353689752e-06,0.00019773265524381003,9.2163530202271673e-06,0.00038674280422387335,0.0010916865715294482,0.00010564486461144268,9.865035988666438e-07,0.00074479257120527945,2.0732349745595042e-05,0.0053891859597183572,5.1842955908983277e-07,6.3043774210276345e-08
'A',0.002325073374412439,0.99999669479037656,0.99999999971007081,0.99993122649151833,1.0,0.99999999999177058,1.0,0.9999991302002551,3.7709103731927766e-05,0.04284586281352834,0.9999994314087306,0.98698186562281531,3.7955648679039514e-07,2.4636271067521213e-07,3.3847120503978708e-09,6.0986575453863688e-07,0.00019649234436228943,2.3749842517894689e-07,0.04540754168695621,9.0390220633263788e-07,2.3802933981927886e-05,5.660914881595597e-05,5.6479654439287468e-08,0.0084667163142998804,0.00026986803575935878,7.0862347730069116e-06,0.00022555526058616021,1.1829144062270945e-05,0.00048666132101998967,0.0012044680091658042,8.5192772346237062e-05,7.2612577242404261e-07,0.00060053616869688517,1.7563953286619982e-05,0.004455261548445587,4.3470318678457555e-07,7.8147067966475323e-08
'B',0.0015971963663327818,0.99999997913508243,1.3086762212377931e-23,0.99999995223574734,0.99999999999981171,3.2990491647766235e-28,1.0,4.7045999978887982e-13,8.9164198657832097e-07,1.0,7.0447798889816438e-09,8.2086238049069605e-05,0.9911995042384798,7.2385333444953648e-05,0.016185015450070197,0.0013629624749937259,5.439740245326161e-06,0.0017739449340166231,0.001934133133242279,4.1305934208342756e-05,0.0016470735654887723,6.0902674062548224e-05,1.7438593764694933e-07,1.0491479185253127e-07,5.1977026240219462e-09,0.00029319986818394131,0.021810058252684218,5.4797481102462363e-06,0.010280359187277079,0.025777331585045759,4.8806642421017852e-07,2.2805039327120627e-05,8.8275547250338139e-08,6.7270041246044593e-09,8.7089760251369561e-09,3.9309111577514441e-06,0.00062884145623232687
'B',0.00159719577507513,0.99999999435206166,2.9728981565005536e-21,0.9999999883303069,0.99999999999986167,1.0002885500927483e-26,1.0,4.1391653318506872e-13,9.0357841659364078e-07,1.0,8.1214280138849701e-10,8.2086216952661578e-05,0.99119950349174257,7.2385326307259918e-05,0.016185014716811691,0.0013629622158756699,5.4397388093597521e-06,0.0017739446712613308,0.0019341327339546536,4.1305934664405746e-05,0.0016470734669103368,6.0902664885405814e-05,1.7438590658482121e-07,1.0491477234229032e-07,5.1977016709983881e-09,0.00029319981674925645,0.021810054676425838,5.4797468988234862e-06,0.010280356135587327,0.025777324634819361,4.8806636771952591e-07,2.2805038674089731e-05,8.8275531522809046e-08,6.7270030473903343e-09,8.7089747520720972e-09,3.9309111008995498e-06,0.0006288414057634685
'B',0.0015971837283552319,0.99999968512436388,9.7986649307755671e-23,0.99999997485497305,0.99999999999999467,7.1448067094597509e-27,1.0,4.0459162036924079e-12,2.1021482470277472e-07,1.0,2.1132779723534824e-06,8.2086688057393721e-05,0.99119947683781173,7.2385207997957283e-05,0.016184864378474148,0.0013629717324308739,5.4397567838923649e-06,0.0017739487105273848,0.0019341430471646666,4.1305617281219532e-05,0.0016470615843218136,6.0903055179314551e-05,1.7438871767059201e-07,1.0491492471595752e-07,5.1977283785445768e-09,0.00029320118265304757,0.021809931225878508,5.4797801932711074e-06,0.010280456722821749,0.025777239983094214,4.8806220583193601e-07,2.280513265356017e-05,8.8276452516238458e-08,6.7270761396234046e-09,8.708953614335565e-09,3.9308495326607351e-06,0.00062883314088931907
'C',0.013707663941551229,0.99904702662385625,1.9377243175474765e-19,0.99999824739352683,0.99999999999640732,3.8271660559201731e-21,1.0448043621713236e-16,0.9993344497959239,0.9999999889290011,1.0,0.6935754722968972,1.0033260229728427e-05,6.1051259999308547e-06,0.91889852657253934,0.010953204331384584,0.00045337638792281086,3.8869635468452053e-05,0.0036908905849333661,1.7623789495161714e-05,0.0019713265065822564,3.9007673214355987e-05,9.3926455228318349e-11,0.00012858573033289536,1.1320529577596609e-05,0.0014214281227055748,0.074370467281737629,4.0584181334626768e-05,0.038112845547258641,1.8540170561726092e-06,0.0026166769862223257,1.4319106599046393e-06,0.00027847072038755371,4.9569535605985438e-07,1.6690882275026969e-06,8.7562093967761179e-09,7.673829334277668e-09,7.5577306466674437e-05
'C',0.034444852073918598,0.99928282440898331,9.8758355713907963e-18,0.99999730114618324,0.99999999648443061,1.1629476315609353e-19,6.9052575573675557e-14,0.99999999948544538,0.99999997601554014,0.99999999999999978,0.99999987951661506,1.585205256528705e-05,2.8242272506811758e-06,0.91532294338627229,0.0036397155084874496,0.0010638859943875034,5.3639234593123952e-05,0.0027378168952251901,2.9308829506321882e-05,0.0006546326613572354,1.3789491921933639e-05,1.2908990080792298e-10,0.00095556877876759995,1.3923079639994945e-05,0.0031789754087312573,0.14752767482612841,1.9718981929996555e-05,0.073995362058652467,4.0693571783032732e-06,0.0011362771425593261,4.1675416709825037e-07,0.00054873829491334635,2.8679578618432287e-06,5.1402878341442678e-06,3.6048383994103729e-09,1.03097245079661e-09,9.3932241481416384e-06
'C',0.034094668763836926,0.99999289829517957,1.3838530382514562e-20,0.9999986580462209,0.99999492325438866,2.3264294017372224e-26,3.1516894314927816e-13,0.99999700040229123,0.99999999986998023,0.99999999999999911,0.99781099872888934,1.5761735348462085e-05,2.8358983089886743e-06,0.91513916961832087,0.0036656266460978124,0.001054378999426253,5.3302403580065328e-05,0.0027392909868346224,2.9115777885146666e-05,0.00066008187181950794,1.3873285094199231e-05,1.2864723769240331e-10,0.00093988523763859273,1.3859591617025517e-05,0.0031514654169586295,0.14650239024341385,1.974533140859094e-05,0.073453759397597379,4.0315738003859594e-06,0.0011388184003543521,4.1947527064701135e-07,0.00054614143793218139,2.8233845365497182e-06,5.0925531238622055e-06,3.6203693946113313e-09,1.045098071014034e-09,9.5211190814801274e-06
'D',0.031402271669485171,0.99999847833444933,1.2912361138259955e-14,0.99996793842549314,0.99999999999607025,9.9690437713323848e-22,7.2321219804398489e-13,4.1599632946431201e-11,0.99999999999999689,1.0,3.5629059284908058e-08,1.8765697704297868e-07,0.037493590049083383,0.14866094522703743,0.94076144686815921,9.2773421355775267e-06,8.0828887364489503e-07,0.0032965205586336266,3.8586700551605647e-06,0.0012939188207290299,0.0001201322218769522,5.7622655228389373e-09,5.9990321011510886e-06,4.8241860259534778e-05,1.1126985548179795e-05,0.065606971421498531,0.0068478704086473918,0.0021138717087530335,9.7921708861140416e-06,3.3707712110132588e-05,9.221156816596546e-07,0.0041595985518605352,7.0839219715422586e-08,9.1361997336161377e-09,2.7753827463905304e-09,4.7285551938176951e-05,0.0013111280491291952
